Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Detection and Mitigation of IoT Based DDoS Attack Using Extended MUD Enabled Device Profiling Techniques,Advanced Network Technologies and Intelligent Computing,,,,10.1007/978-3-031-83783-8_6,K. ThiruppathiC. D. Jaidhar,2025,https://link.springer.com/chapter/10.1007/978-3-031-83783-8_6,Conference paper
An intelligent ransomware based cyberthreat detection model using multi head attention-based recurrent neural networks with optimization algorithm in IoT environment,Scientific Reports,,,,10.1038/s41598-025-92711-4,Sarah A. AlzakariMohammed AljebreenNazir AhmadAsma A. AlhashmiSultan AlahmariOthman AlrusainiAli M. Al-SharafiWafa Sulaiman Almukadi,2025,https://link.springer.com/article/10.1038/s41598-025-92711-4,Article
"A systematic review of artificial intelligence applications in Internet of Things, blockchain, and quantum cryptography",Discover Artificial Intelligence,,,,10.1007/s44163-026-01029-1,Ketema AdereSeble HailuMesfin AbebeArarso KemalSemere W. SilassieAlemybrah TseghaiGizachew HaileBereket TamiratWudu BitewDereje RegassaZelalem GizachewWengelawit Alemu,2026,https://link.springer.com/article/10.1007/s44163-026-01029-1,Article
Smart Healthcare Based Cyber Physical System Modeling by Block Chain with Cloud 6G Network and Machine Learning Techniques,Wireless Personal Communications,,,,10.1007/s11277-024-11243-8,U. SakthiAshwag AlasmariS. P. GirijaP. SenthilShamimul QamarS. Hariharasitaraman,2024,https://link.springer.com/article/10.1007/s11277-024-11243-8,Article
Resilient Edge Computing Infrastructures with Secure Data Offloading for IoT Workloads,SN Computer Science,,,,10.1007/s42979-026-04996-5,Vikas ShuklaRekha AgarwalRajesh Kumar Tyagi,2026,https://link.springer.com/article/10.1007/s42979-026-04996-5,Article
Collaborative intrusion detection in 6G-enabled IoT networks using Newton Raphson Optimized Dynamic Slimmable Global Attention Network with Blockchain Approach,International Journal of Information Technology,,,,10.1007/s41870-025-02980-5,G. B. S. R. NaiduElangovan MuniyandyKrishna Prakash ArunachalamV. S. Narayana Tinnaluri,2025,https://link.springer.com/article/10.1007/s41870-025-02980-5,Article
A Review of Patient Health Care Monitoring System Based on Internet of Things,Journal of The Institution of Engineers (India): Series B,,,,10.1007/s40031-025-01281-6,Padmavati Shivling PiseRavindra Nemgonda Patil,2025,https://link.springer.com/article/10.1007/s40031-025-01281-6,Article
Editorial,International Journal of Information Technology,,,,10.1007/s41870-026-03118-x,M. N. Hoda,2026,https://link.springer.com/article/10.1007/s41870-026-03118-x,Article
A Comprehensive Survey on Machine Learning using in Software Defined Networks (SDN),Human-Centric Intelligent Systems,,,,10.1007/s44230-023-00025-3,Sahar FaeziAlireza Shirmarz,2023,https://link.springer.com/article/10.1007/s44230-023-00025-3,Article
A novel hybrid approach to detect clients in federated learning for industrial internet of things,International Journal of Machine Learning and Cybernetics,,,,10.1007/s13042-025-02753-3,Attia QammarHongmei WangJianguo DingAbdenacer NaouriAmar KhelloufiHuansheng Ning,2025,https://link.springer.com/article/10.1007/s13042-025-02753-3,Article
"A Comprehensive Survey Inspired by Elephant Optimization Algorithms: Comprehensive Analysis, Scrutinizing Analysis, and Future Research Directions",Archives of Computational Methods in Engineering,,,,10.1007/s11831-025-10303-x,Mehdi HosseinzadehJawad TanveerAmir Masoud RahmaniRamin AbbaszadiFarhad Soleimanian GharehchopoghThantrira PorntaveetusSang-Woong Lee,2025,https://link.springer.com/article/10.1007/s11831-025-10303-x,Article
A Unified Deep Learning Framework for Real-Time Threat Detection and Data Integrity in IoT-Cloud Ecosystems,Expert Applications and Security,,,,10.1007/978-3-032-20114-0_11,Budesh KanwerSandeep GuptaRekha JainArpana Sinhal,2026,https://link.springer.com/chapter/10.1007/978-3-032-20114-0_11,Conference paper
A Review of Secure Gradient Compression Techniques for Federated Learning in the Internet of Medical Things,Federated Learning Systems,,,,10.1007/978-3-031-78841-3_4,Timoteo KellyAhmad AlhonainyPraveen Rao,2025,https://link.springer.com/chapter/10.1007/978-3-031-78841-3_4,Chapter
Deep Learning Augmentation for Adversarial Robustness in Body Area Networks,Body Area Networks,,,,10.1007/978-3-032-16099-7_9,Jagrati NagdiyaRajeev Goyal,2026,https://link.springer.com/chapter/10.1007/978-3-032-16099-7_9,Conference paper
Anomaly Detection of Distributed Denial of Service (DDoS) in IoT Network Using Machine Learning,"Digital Technologies and Transformation in Business, Industry and Organizations",,,,10.1007/978-3-031-78412-5_3,Baydaa Hashim MohammedHasimi SallehudinNurhizam Safie Mohd SatarHamed Dhary MurhgShaymaa Abdelghany MohamedFadele Ayotunde AlabaAlvaro RochaIsaias Bianchi,2025,https://link.springer.com/chapter/10.1007/978-3-031-78412-5_3,Chapter
Performance analysis of blockchain-based secured distributed deep federated learning for wearable internet of things,Cluster Computing,,,,10.1007/s10586-024-04965-8,Surjit SinghAman AroraGirik GargAnushka GoyalNipun Gandhi,2025,https://link.springer.com/article/10.1007/s10586-024-04965-8,Article
Blockchain and deep learning for improving impenetrable data passage in the IoT-imbued healthcare system,Cluster Computing,,,,10.1007/s10586-025-05398-7,Isaac Osei AsanteLibing Wu,2025,https://link.springer.com/article/10.1007/s10586-025-05398-7,Article
Explainable Articial Intelligence for Cybersecurity in Smart Manufacturing,Artificial Intelligence for Smart Manufacturing,,,,10.1007/978-3-031-30510-8_10,Ta Phuong BacDo Thu HaKim Duc TranKim Phuc Tran,2023,https://link.springer.com/chapter/10.1007/978-3-031-30510-8_10,Chapter
Data Exploration in IoT and Edge Environments: A Lightweight Deep Learning Model for Botnet Attack Detection,Data Science and Exploration in Artificial Intelligence,,,,10.1007/978-3-032-19318-6_19,S. VaishnaviK. RadhaT. SenthilJeevitha SakkaraiA. VidhyaAlagarsamy Manjunathan,2026,https://link.springer.com/chapter/10.1007/978-3-032-19318-6_19,Conference paper
Secure blockchain integrated deep learning framework for federated risk-adaptive and privacy-preserving IoT edge intelligence sets,Scientific Reports,,,,10.1038/s41598-025-24895-8,K. SwathiPutta DurgaK. Venkata PrasadAtmakuri Krishna ChaitanyaKuraganti SanthiP. VidyullathaS. Venkata Achuta Rao,2025,https://link.springer.com/article/10.1038/s41598-025-24895-8,Article
Elevating security and disease forecasting in smart healthcare through artificial neural synchronized federated learning,Cluster Computing,,,,10.1007/s10586-024-04356-z,Tao HaiArindam SarkarMuammer AksoyRahul KarmakarSarbajit MannaAmrita Prasad,2024,https://link.springer.com/article/10.1007/s10586-024-04356-z,Article
Blockchain enabled collective and combined deep learning framework for COVID19 diagnosis,Scientific Reports,,,,10.1038/s41598-025-00252-7,Sudhakar PeriyasamyPrabu KaliyaperumalManikandan ThirumalaisamyBalamurugan BalusamyThenmozhi ElumalaiVeerpratap MeenaVinay Kumar Jadoun,2025,https://link.springer.com/article/10.1038/s41598-025-00252-7,Article
"Cyber threats in mobile healthcare applications: systematic review of enabling technologies, threat models, detection approaches, and future directions",Discover Computing,,,,10.1007/s10791-025-09686-z,Anayo Chukwu IkegwuUzoma Rita AloHenry Friday Nweke,2025,https://link.springer.com/article/10.1007/s10791-025-09686-z,Article
An IoT-based healthcare system using blockchain technology and multiscale stacked Residual-GRU for secure data transmission,Scientific Reports,,,,10.1038/s41598-025-28856-z,Anguraju KrishnanRajesh ArunachalamS N V J Devi KosuruSwapna TSumanth VenugopalYogapriya J,2025,https://link.springer.com/article/10.1038/s41598-025-28856-z,Article
Editorial,International Journal of Information Technology,,,,10.1007/s41870-025-03025-7,M. N. Hoda,2025,https://link.springer.com/article/10.1007/s41870-025-03025-7,Article
Explainable artificial intelligence for cybersecurity: a literature survey,Annals of Telecommunications,,,,10.1007/s12243-022-00926-7,Fabien CharmetHarry Chandra TanuwidjajaSolayman AyoubiPierre-François GimenezYufei HanHouda JmilaGregory BlancTakeshi TakahashiZonghua Zhang,2022,https://link.springer.com/article/10.1007/s12243-022-00926-7,Article
A systematic survey on clustering in federated learning,Multimedia Tools and Applications,,,,10.1007/s11042-026-21541-x,Zouheir BelfekiMoez KrichenSalah Zidi,2026,https://link.springer.com/article/10.1007/s11042-026-21541-x,Article
Energy Efficient Cybersecurity and Blockchain-Enhanced Data Privacy in Smart Grid Infrastructure for Secure Energy Transactions,"Iranian Journal of Science and Technology, Transactions of Electrical Engineering",,,,10.1007/s40998-026-01061-y,B. SrinivasaraoShaik Reddi KhasimM. LavanyaK. Antony SudhaGaurav Vishnu LondheSatish SamptaroSalunkhe,2026,https://link.springer.com/article/10.1007/s40998-026-01061-y,Article
TinyML strategies for privacy-preserving and cyber threat multi-classification in edge-IoT networks,Computing,,,,10.1007/s00607-025-01522-y,Samia El HaddoutiWissal Lazraq,2025,https://link.springer.com/article/10.1007/s00607-025-01522-y,Article
HybridTrust: on-device federated learning with crypto-agile security for legacy and quantum-safe medical devices,Scientific Reports,,,,10.1038/s41598-026-52891-z,Umar Hayat KhanRahim KhanSamia Allaoua ChellougFahad AlturiseShahbaz KhanSalem Alkhalaf,2026,https://link.springer.com/article/10.1038/s41598-026-52891-z,Article
HybridRobustNet: enhancing detection of hybrid attacks in IoT networks through advanced learning approach,Cluster Computing,,,,10.1007/s10586-023-04248-8,D. Adhimuga SivasakthiA. SathiyarajRamkumar Devendiran,2024,https://link.springer.com/article/10.1007/s10586-023-04248-8,Article
Kervolutional Neural Network with Feature Fusion for Detecting IoT Security Threats,SN Computer Science,,,,10.1007/s42979-025-04513-0,D.  R.  JanardhanaK.  ShivannaMohamed Ghouse ShukurC.  P.  VijayH.  R.  MahalingegowdaH.  V.  Nithin,2025,https://link.springer.com/article/10.1007/s42979-025-04513-0,Article
Federated RNN for Intrusion Detection System in IoT Environment Under Adversarial Attack,Journal of Network and Systems Management,,,,10.1007/s10922-025-09963-8,Hadiseh RezaeiRahim TaheriIvan JordanovMohammad Shojafar,2025,https://link.springer.com/article/10.1007/s10922-025-09963-8,Article
Advanced artificial intelligence with federated learning framework for privacy-preserving cyberthreat detection in IoT-assisted sustainable smart cities,Scientific Reports,,,,10.1038/s41598-025-88843-2,Mahmoud RagabEhab Bahaudien AsharyBandar M. AlghamdiRania AboalelaNaif AlsaadiLouai A. MaghrabiKhalid H. Allehaibi,2025,https://link.springer.com/article/10.1038/s41598-025-88843-2,Article
"Phishing in the age of distributed intelligence: taxonomies, detection strategies, and the emerging role of federated learning",Progress in Artificial Intelligence,,,,10.1007/s13748-026-00448-6,Esraa DaoudJavier Garcia-BlasSadi AlawadiJesus Carretero,2026,https://link.springer.com/article/10.1007/s13748-026-00448-6,Article
An AI-blockchain-assisted smart agriculture framework for enabling secure and efficient data transaction: a hybrid approach,Knowledge and Information Systems,,,,10.1007/s10115-025-02526-y,Ila KaushikNupur PrakashAnurag Jain,2025,https://link.springer.com/article/10.1007/s10115-025-02526-y,Article
"A comprehensive review on key technologies toward smart healthcare systems based IoT: technical aspects, challenges and future directions",Artificial Intelligence Review,,,,10.1007/s10462-025-11342-3,Muntadher AlsabahMarwah Abdulrazzaq NaserA. S. AlbahriO. S. AlbahriA. H. AlamoodiSadiq H. AbdulhussainLaith Alzubaidi,2025,https://link.springer.com/article/10.1007/s10462-025-11342-3,Article
Enhancing IoMT Security by&#xa0;Using Benford’s Law and&#xa0;Distance Functions,Pattern Recognition and Image Analysis,,,,10.1007/978-3-031-99565-1_5,Pedro FernandesSéamus Ó. CiardhuáinMário Antunes,2026,https://link.springer.com/chapter/10.1007/978-3-031-99565-1_5,Conference paper
Improved Health Care Monitoring System Using Proposed LRRN-DLNN Algorithm Based on CPPFFR AI Data Preservation and ESRCC-Based Security,"Iranian Journal of Science and Technology, Transactions of Electrical Engineering",,,,10.1007/s40998-025-00858-7,Yashwant AdityaPriyank JainRitu Tiwari,2025,https://link.springer.com/article/10.1007/s40998-025-00858-7,Article
An MQTT IoT Intrusion Detection System Using Deep-Learning,Proceedings of Third International Conference on Computing and Communication Networks,,,,10.1007/978-981-97-0892-5_12,Greeshma AndrewM. P. DeepikaSoumia Chandran,2024,https://link.springer.com/chapter/10.1007/978-981-97-0892-5_12,Conference paper
Exploring the Landscape of IoT Ransomware Prediction Through Machine Learning Techniques: A Comprehensive Survey,SN Computer Science,,,,10.1007/s42979-025-03765-0,Ines GharbiMohamed BelaouedAbdelouahid DerhabKamel Barkaoui,2025,https://link.springer.com/article/10.1007/s42979-025-03765-0,Article
A novel intrusion detection system: integrating greedy sand cat swarm optimization and dual attention graph convolutional networks,International Journal of System Assurance Engineering and Management,,,,10.1007/s13198-025-02874-6,M. PrabuL. SasikalaS. SureshR. Ramya,2025,https://link.springer.com/article/10.1007/s13198-025-02874-6,Article
A Comparison of Ensemble Learning for Intrusion Detection in Telemetry Data,Advances on Intelligent Computing and Data Science,,,,10.1007/978-3-031-36258-3_40,Naila NazMuazzam A. KhanMuhammad Asad KhanMuhammad Almas KhanSana Ullah JanSyed Aziz ShahArshadQammer H. AbbasiJawad Ahmad,2023,https://link.springer.com/chapter/10.1007/978-3-031-36258-3_40,Conference paper
Adaptive Federated Edge Intelligence for Real-Time Cyberthreat Detection in Resource-Constrained IoT Environments: A Lightweight Deep Learning Approach,Journal of Computer Virology and Hacking Techniques,,,,10.1007/s11416-025-00582-0,Milad RahmatiNima Rahmati,2025,https://link.springer.com/article/10.1007/s11416-025-00582-0,Article
Federated Learning in the Healthcare Industry,Federated Learning Applications in the Industrial Internet of Everything (IoE),,,,10.1007/978-3-031-99270-4_2,Ramkrishna Mondal,2025,https://link.springer.com/chapter/10.1007/978-3-031-99270-4_2,Chapter
A blockchain–enabled quaternion evolutionary gravitational neocognitron neural network for securing IoT healthcare data in cloud environment,Evolving Systems,,,,10.1007/s12530-025-09719-4,Anuradha TalujaHarish KumarJackulin ThangarasuYogesh Prabhakar Pingle,2025,https://link.springer.com/article/10.1007/s12530-025-09719-4,Article
ECG Signal Processing for&#xa0;Disease Prediction: A Case Study of&#xa0;Myocardial Infarction Prediction,Sensor Signal Processing for Intelligent Systems,,,,10.1007/978-3-032-19543-2_6,Abhishek ShrivastavaSantosh KumarNenavath Srinivas Naik,2026,https://link.springer.com/chapter/10.1007/978-3-032-19543-2_6,Chapter
RETRACTED ARTICLE: IoT-based intrusion detection system for healthcare using RNNBiLSTM deep learning strategy with custom features,Soft Computing,,,,10.1007/s00500-023-08536-8,D. V. JeyanthiB. Indrani,2023,https://link.springer.com/article/10.1007/s00500-023-08536-8,Article
A Bio-Inspired AI-Driven Framework for Fault Tolerance and Extended Lifespan in Wireless Sensor Networks,"Iranian Journal of Science and Technology, Transactions of Electrical Engineering",,,,10.1007/s40998-026-01046-x,S. LakshmiJ. Arun KumarV. S. NishokH. Summia Parveen,2026,https://link.springer.com/article/10.1007/s40998-026-01046-x,Article
An Evolutionary Method Combining with Isolation Forest for Anomaly Detection on High Dimensional Data,Bio-Inspired Computing: Theories and Applications,,,,10.1007/978-981-96-9582-9_16,Yi LiuYangsen ZhouGengsong LiKun LiuGuoli YangQibin Zheng,2025,https://link.springer.com/chapter/10.1007/978-981-96-9582-9_16,Conference paper
TransEdge: a lightweight transformer-based anomaly detection framework for edge devices,Journal of Intelligent Information Systems,,,,10.1007/s10844-026-01043-w,Qinxuan ShiZhanglong YangSicong Shao,2026,https://link.springer.com/article/10.1007/s10844-026-01043-w,Article
Intelligent Healthcare: Progress in Machine Learning and IoT Solutions,Digital Transformation in Interdisciplinary Sciences,,,,10.1007/978-3-031-91643-4_2,Philip EappenFiggi PhilipNarasimha Rao VajjhalaVirginia Gunn,2025,https://link.springer.com/chapter/10.1007/978-3-031-91643-4_2,Conference paper
Healthcare fraud detection using adaptive learning and deep learning techniques,Evolving Systems,,,,10.1007/s12530-025-09698-6,Irum MatloobShoab KhanRukaiya RukaiyaHessa AlfraihiJaved Ali Khan,2025,https://link.springer.com/article/10.1007/s12530-025-09698-6,Article
Logistic Regression-Driven Framework for Securing IoT Networks Against Protocol-Based Threats,"Leadership, Business and Management in STEM",,,,10.1007/978-3-032-10539-4_2,Sasidhar KadiyalaAli Al-SinayyidVenkatesh MannuruRohit Reddy Battula,2026,https://link.springer.com/chapter/10.1007/978-3-032-10539-4_2,Chapter
"AI-integrated adaptive MANET framework for IoT-driven healthcare systems: enhancing scalability, security, and real-time communication",The European Physical Journal Plus,,,,10.1140/epjp/s13360-025-06863-3,M. Venkata Krishna ReddySivaneasan Bala KrishnanAmjan ShaikPrasun Chakrabarti,2025,https://link.springer.com/article/10.1140/epjp/s13360-025-06863-3,Article
Bio-inspired AI for adaptive and resilient software-defined networks: a self-healing approach for autonomous optimization and security,Iran Journal of Computer Science,,,,10.1007/s42044-025-00358-1,Soha RawasAgariadne Dwinggo Samala,2025,https://link.springer.com/article/10.1007/s42044-025-00358-1,Article
Towards enhancing security for upcoming <i>6G</i>-ready smart grids through federated learning and cloud solutions,Cybersecurity,,,,10.1186/s42400-024-00350-5,J. JithishNagarajan MahalingamBo WangKiat Seng Yeo,2025,https://link.springer.com/article/10.1186/s42400-024-00350-5,Article
Blockchain security enhancement: an approach towards hybrid consensus algorithms and machine learning techniques,Scientific Reports,,,,10.1038/s41598-024-51578-7,K. VenkatesanSyarifah Bahiyah Rahayu,2024,https://link.springer.com/article/10.1038/s41598-024-51578-7,Article
A systematic review of innovations for real-time image security in IoT applications using machine learning and blockchain,Journal of Intelligent Manufacturing,,,,10.1007/s10845-024-02535-8,Manish RaiSunil KumarPramod Singh Rathore,2024,https://link.springer.com/article/10.1007/s10845-024-02535-8,Article
A multi-layered cryptographic trust reinforcement model against AI-driven threat propagation and zero-day cloud vulnerabilities in healthcare data ecosystems,Scientific Reports,,,,10.1038/s41598-026-36966-5,Meena RaniR. LavanyaK. V. ShahnazK. RamuRohit PachlorShitanshu Jain,2026,https://link.springer.com/article/10.1038/s41598-026-36966-5,Article
"RETRACTED ARTICLE: Quantum communication based
         cyber security analysis using artificial intelligence with IoMT",Optical and Quantum Electronics,,,,10.1007/s11082-023-06185-7,Huimin HanJun YaoYujun WuYingyan DouJingjuan Fu,2024,https://link.springer.com/article/10.1007/s11082-023-06185-7,Article
ADeepCRF: real-time threat detection in IoT network using blockchain-based advanced proof of authority and adaptive deep conditional random fields,Scientific Reports,,,,10.1038/s41598-026-45701-z,Gowthami MohanThanga Ramya Shanmugavel,2026,https://link.springer.com/article/10.1038/s41598-026-45701-z,Article
Mitigating cyber threats through integration of feature selection and stacking ensemble learning: the LGBM and random forest intrusion detection perspective,Cluster Computing,,,,10.1007/s10586-022-03735-8,Amit Kumar MishraShweta Paliwal,2022,https://link.springer.com/article/10.1007/s10586-022-03735-8,Article
Bi-GRU framework with entropy-augmented Mac for IoT security in SDN,International Journal of Information Security,,,,10.1007/s10207-025-01162-5,Amani K. SamhaHanan Abdullah MengashMohammed A. AlAqilHamed AlqahtaniSomia A. AsklanyRana Alabdan,2025,https://link.springer.com/article/10.1007/s10207-025-01162-5,Article
Anomaly Detection in Metaverse Healthcare&#xa0;and Fitness: Bigdata Analytics Using 6G-Enabled Internets of Things,Wireless Personal Communications,,,,10.1007/s11277-024-11220-1,Kai-Tuo ZhuYue WuRen YangQiong Yuan,2024,https://link.springer.com/article/10.1007/s11277-024-11220-1,Article
Intelligent Biometric Authentication-Based Intrusion Detection in Medical Cyber Physical System Using Deep Learning,Machine Learning for Cyber Physical System: Advances and Challenges,,,,10.1007/978-3-031-54038-7_13,Pandit Byomakesha DashPooja Puspita PriyadarshaniMeltem Kurt Pehlivanoğlu,2024,https://link.springer.com/chapter/10.1007/978-3-031-54038-7_13,Chapter
Distributed Artificial Intelligence for Cybersecurity in Internet of Things: A Survey,Proceedings of the International Conference on Advanced Communications with Modern Circuits and Systems Technologies,,,,10.1007/978-3-032-18857-1_49,Rachid HdidouMohamed El Alami,2026,https://link.springer.com/chapter/10.1007/978-3-032-18857-1_49,Conference paper
Blockchain-based cryptographic framework for secure data transmission in IoT edge environments using ECaps-Net,Scientific Reports,,,,10.1038/s41598-025-30906-5,Islabudeen Mohamed MeerashaJafar Ali Ibrahim Syed MasoodThanapal PArumuga Arun R,2025,https://link.springer.com/article/10.1038/s41598-025-30906-5,Article
"Systematic Study of Detection Mechanism for Network Intrusion in Cloud, Fog, and Internet of Things Using Deep Learning",Human-Centric Smart Computing,,,,10.1007/978-981-19-5403-0_3,Sanjukta BhattacharyaSantanu GhoraiAjoy Kumar Khan,2023,https://link.springer.com/chapter/10.1007/978-981-19-5403-0_3,Conference paper
Secure authentication protocol for internet of vehicles using blockchain based authorized user detection,Peer-to-Peer Networking and Applications,,,,10.1007/s12083-026-02235-5,Vijay Kumar TiwariPrashant Kumar,2026,https://link.springer.com/article/10.1007/s12083-026-02235-5,Article
"Advances in Greylag Goose Optimizer: Principles, Improvements, and Performance Evaluation in Image Clustering Domain",Archives of Computational Methods in Engineering,,,,10.1007/s11831-026-10649-w,Totan BharasaArunita DasKrishna Gopal DhalKalyani Maity DasJorge Gálvez,2026,https://link.springer.com/article/10.1007/s11831-026-10649-w,Article
"Toward a unified computing paradigm: a survey and roadmap for data management in integrated IoT, fog, and cloud services",Peer-to-Peer Networking and Applications,,,,10.1007/s12083-025-02183-6,Atefeh HemmatiNavid KhaledianAmir Masoud Rahmani,2026,https://link.springer.com/article/10.1007/s12083-025-02183-6,Article
Defending Against Multifaceted Network Attacks: A Multi-Label Meta-Learning and Lorenz Chaos MTD based Security Paradigm,Journal of Network and Systems Management,,,,10.1007/s10922-025-09919-y,N. A. BharathiRanjani ParthasarathiV. Vetriselvi,2025,https://link.springer.com/article/10.1007/s10922-025-09919-y,Article
Malware Detection in a Healthcare System via Artificial Intelligence Technology: A Review,Software Engineering: Emerging Trends and Practices in System Development,,,,10.1007/978-3-032-00712-4_6,Mustafa JumaahAli A. YassinZaid Ameen AbduljabbarMuwafaq JawadVincent Omollo Nyangaresi,2025,https://link.springer.com/chapter/10.1007/978-3-032-00712-4_6,Conference paper
"Deep learning based computer aided diagnosis of Alzheimer’s disease: a snapshot of last 5 years, gaps, and future directions",Artificial Intelligence Review,,,,10.1007/s10462-023-10644-8,Anish BhandarkarPratham NaikKavita VakkundSrasthi JunjappanavarSavita BakareSantosh Pattar,2024,https://link.springer.com/article/10.1007/s10462-023-10644-8,Article
Fortifying IoT Networks Against Cyber Threats with Machine Learning,Proceedings of Fifth International Conference on Computing and Communication Networks,,,,10.1007/978-3-032-18910-3_22,T. KannanVivek Justus,2026,https://link.springer.com/chapter/10.1007/978-3-032-18910-3_22,Conference paper
Blockchain and machine learning based security framework for autonomous vehicle ecosystems in the context of smart cities,SN Social Sciences,,,,10.1007/s43545-026-01325-8,Shamneesh SharmaSunitaChetan SharmaAnkur SodhiVivek Bhardwaj,2026,https://link.springer.com/article/10.1007/s43545-026-01325-8,Article
A hybrid federated learning framework with generative AI for privacy-preserving and sustainable security in IOT-enabled smart environments,Scientific Reports,,,,10.1038/s41598-025-31769-6,Venkadeshan RamalingamBasant KumarShashi Kant GuptaDeema Mohammed AlsekaitDiaa Salama AbdElminaam,2026,https://link.springer.com/article/10.1038/s41598-025-31769-6,Article
Blockchain-powered secure encryption for smart healthcare in industrial IoT with multi-aspect graph attention spherical convolutional neural network,Iran Journal of Computer Science,,,,10.1007/s42044-025-00366-1,Dipalee D. Rane ChaudhariD. Khalandar BashaKingshuk SrivastavaMohd NavedProlay GhoshC. Rama Mohan,2026,https://link.springer.com/article/10.1007/s42044-025-00366-1,Article
Scalable architecture for autonomous malware detection and defense in software-defined networks using federated learning approaches,Scientific Reports,,,,10.1038/s41598-025-14512-z,Ripal RanparaShobhit K. PatelOm Prakash KumarFahad Ahmed Al-Zahrani,2025,https://link.springer.com/article/10.1038/s41598-025-14512-z,Article
AFL-SecNet: An adaptive federated learning framework for secure and privacy-preserving network traffic analysis,Peer-to-Peer Networking and Applications,,,,10.1007/s12083-025-02155-w,Abida NazIrshad UllahMuhammad UzairMuhammad Fayyaz KhokharAyesha SabirRiaz Ullah Khan,2025,https://link.springer.com/article/10.1007/s12083-025-02155-w,Article
Machine Learning Based Solutions for Securing Robotics and IoT Systems,Data Analytics for Smart Robotics and Its Applications,,,,10.1007/978-3-031-87697-4_9,Naman OliBharat BhushanHari Mohan RaiOmar S. Saleh,2025,https://link.springer.com/chapter/10.1007/978-3-031-87697-4_9,Chapter
Ensuring the privacy and security of IoT-medical data: a hybrid deep learning-based encryption and blockchain-enabled transmission,Multimedia Tools and Applications,,,,10.1007/s11042-023-18043-5,Aditya Kaushal RanjanPrabhat Kumar,2024,https://link.springer.com/article/10.1007/s11042-023-18043-5,Article
Application of Deep Learning in Medical Cyber-Physical Systems,Machine Learning for Cyber Physical System: Advances and Challenges,,,,10.1007/978-3-031-54038-7_9,H. SwapnarekhaYugandhar Manchala,2024,https://link.springer.com/chapter/10.1007/978-3-031-54038-7_9,Chapter
A hybrid rule-based NLP and machine learning approach for PII detection and anonymization in financial documents,Scientific Reports,,,,10.1038/s41598-025-04971-9,Kushagra MishraHarsh PagareKanhaiya Sharma,2025,https://link.springer.com/article/10.1038/s41598-025-04971-9,Article
A risk and conformity assessment framework to ensure security and resilience of healthcare systems and medical supply chain,International Journal of Information Security,,,,10.1007/s10207-025-01009-z,Kitty KioskliElisavet GrigoriouShareeful IslamAndrianos M. YiorkasLoizos ChristofiHaralambos Mouratidis,2025,https://link.springer.com/article/10.1007/s10207-025-01009-z,Article
Applications of Deep Learning Models in Diverse Streams of IoT,Learning Techniques for the Internet of Things,,,,10.1007/978-3-031-50514-0_10,Atul SrivastavaHaider Daniel Ali RizviSurbhi Bhatia KhanAditya SrivastavaB. Sundaravadivazhagan,2024,https://link.springer.com/chapter/10.1007/978-3-031-50514-0_10,Chapter
Neural Pathways of SIoT: Enabling Smarter Choices,Social Internet of Things (SIoT) and Machine Learning—Enhancing Interconnectivity and Intelligence,,,,10.1007/978-3-032-10122-8_11,Ankush Joshi,2026,https://link.springer.com/chapter/10.1007/978-3-032-10122-8_11,Chapter
Blockchain with improved deep residual shrinking network for ensuring cybersecurity in IoT-driven healthcare systems,Journal of Big Data,,,,10.1186/s40537-026-01391-y,Mohammed Alshehri,2026,https://link.springer.com/article/10.1186/s40537-026-01391-y,Article
"A Comprehensive Overview of PSO-LSTM Approaches: Applications, Analytical Insights, and Future Opportunities",Archives of Computational Methods in Engineering,,,,10.1007/s11831-025-10445-y,Mehdi HosseinzadehJawad TanveerAmir Masoud RahmaniFarhad Soleimanian GharehchopoghNorfadzlia Mohd YusofParisa KhoshvaghtZhe LiuThantrira PorntaveetusSang-Woong Lee,2025,https://link.springer.com/article/10.1007/s11831-025-10445-y,Article
Breast cancer detection using optimized hyperbolic graph attention with bidirectional convolutional neural network,Discover Oncology,,,,10.1007/s12672-025-03638-1,Sangeeta ParshionikarVijaya Babu BurraDebnath BhattacharyyaTai-Hoon Kim,2025,https://link.springer.com/article/10.1007/s12672-025-03638-1,Article
Elevating IoT healthcare security using ProSRN and ICOM methodologies for effective threat management,International Journal of Information Technology,,,,10.1007/s41870-024-02395-8,Yemineni SowjanyaS. GopalakrishnanR. Dinesh Kumar,2025,https://link.springer.com/article/10.1007/s41870-024-02395-8,Article
Communication and Traffic Patterns-Aware Evolutionary Optimized Light Gradient Boosting Model for Anomaly Prediction in Industrial IoT,Journal of The Institution of Engineers (India): Series B,,,,10.1007/s40031-026-01287-8,Geetanjali BhoiBighnaraj NaikRajat Kumar SahuEtuari Oram,2026,https://link.springer.com/article/10.1007/s40031-026-01287-8,Article
Generative adversarial networks-based security and applications in cloud computing: a survey,Telecommunication Systems,,,,10.1007/s11235-024-01166-x,Shiyu WangMing YinYiwen LiuGuofeng He,2024,https://link.springer.com/article/10.1007/s11235-024-01166-x,Article
